method;1;10;15
rec_album_or_query;0,005114408007426986;0,04059793513305786;0,05395691755037685
rec_query_tracks;0,00495376249616596;0,033912994451885406;0,04415802971922154
rec_query_tracks_with_user_scaled;0,004644972902414417;0,03408399132650883;0,044014808569255
rec_first_two_query_tracks_with_user_scaled;0,0038918862472291727;0,02985698374250177;0,038483164180751414
rec_first_two_query_tracks;0,003908376425166235;0,029199187194626663;0,03807465645148768
rec_first_two_query_tracks_with_user;0,003219918901132877;0,023979700278052234;0,03099320288361145
rec_multiple_queries_tracks;0,0035160909458745422;0,022117458451817566;0,028811975111915675
rec_query_tracks_with_user;0,0023695488511844874;0,015165722972773465;0,01982763433934029
rec_multiple_queries_tracks_with_user;0,0022383053881838916;0,01593241569658621;0,020770003817879627
rec_tracks_with_user;0,0003819888152361055;0,0031986862639288164;0,004672057458894807